Year,State,Nominal Sales Per Capital FAH ,Nominal Sales Per Capital FAFH,Total nominal food sales per capita,Constant dollar sales per capita FAH,Constant dollar sales per capita FAFH,Total constant dollar food sales per capita
2006,Vermont,"1,884.91","1,403.96","3,288.86","1,138.17",857.58,"1,995.75"
2007,Vermont,"1,822.43","1,473.74","3,296.17","1,055.91",868.59,"1,924.49"
2008,Vermont,"1,762.36","1,488.99","3,251.35",959.68,840.52,"1,800.20"
2009,Vermont,"1,746.26","1,431.48","3,177.74",946.50,780.90,"1,727.40"
2010,Vermont,"1,732.67","1,461.60","3,194.27",936.03,787.32,"1,723.35"
2011,Vermont,"1,773.59","1,557.36","3,330.95",914.23,819.73,"1,733.97"
2012,Vermont,"1,932.90","1,676.59","3,609.48",972.39,858.07,"1,830.46"
2013,Vermont,"1,977.71","1,778.26","3,755.97",986.03,891.08,"1,877.10"
2014,Vermont,"2,153.32","1,989.18","4,142.50","1,048.53",973.09,"2,021.63"
2015,Vermont,"2,197.22","2,148.96","4,346.18","1,057.57","1,022.03","2,079.60"
2016,Vermont,"2,304.21","2,386.89","4,691.10","1,123.84","1,106.69","2,230.54"
2017,Vermont,"2,474.05","2,597.05","5,071.10","1,209.09","1,176.67","2,385.76"
2018,Vermont,"2,609.98","2,806.97","5,416.95","1,269.81","1,239.21","2,509.02"
2019,Vermont,"2,747.87","2,979.57","5,727.44","1,325.20","1,276.02","2,601.22"
2020,Vermont,"2,939.58","2,346.54","5,286.12","1,369.74",972.32,"2,342.06"
1997,Virginia,"1,554.65","1,067.65","2,622.31","1,146.57",828.28,"1,974.85"
1998,Virginia,"1,566.89","1,093.72","2,660.61","1,134.08",826.91,"1,960.98"
1999,Virginia,"1,642.54","1,153.17","2,795.71","1,166.38",850.74,"2,017.12"
2000,Virginia,"1,624.21","1,204.92","2,829.13","1,127.95",868.40,"1,996.35"
2001,Virginia,"1,705.08","1,224.61","2,929.69","1,146.55",857.72,"2,004.28"
2002,Virginia,"1,734.25","1,284.20","3,018.45","1,151.56",877.26,"2,028.82"
2003,Virginia,"1,819.11","1,368.79","3,187.90","1,182.32",915.53,"2,097.85"
2004,Virginia,"1,934.07","1,439.74","3,373.81","1,211.13",935.26,"2,146.39"
2005,Virginia,"2,014.84","1,512.40","3,527.24","1,237.78",952.49,"2,190.26"
2006,Virginia,"2,098.30","1,590.40","3,688.70","1,267.02",971.47,"2,238.49"
2007,Virginia,"2,200.72","1,688.31","3,889.03","1,275.08",995.05,"2,270.13"
2008,Virginia,"2,293.32","1,732.27","4,025.60","1,248.81",977.86,"2,226.67"
2009,Virginia,"2,267.76","1,734.02","4,001.78","1,229.15",945.95,"2,175.10"
2010,Virginia,"2,290.06","1,725.31","4,015.37","1,237.15",929.37,"2,166.52"
2011,Virginia,"2,396.07","1,816.57","4,212.64","1,235.10",956.17,"2,191.27"
2012,Virginia,"2,535.52","1,891.76","4,427.28","1,275.56",968.19,"2,243.75"
2013,Virginia,"2,520.42","1,992.07","4,512.49","1,256.60",998.22,"2,254.82"
2014,Virginia,"2,639.01","2,182.60","4,821.60","1,285.03","1,067.71","2,352.74"
2015,Virginia,"2,612.28","2,365.43","4,977.71","1,257.34","1,124.98","2,382.33"
2016,Virginia,"2,640.11","2,549.70","5,189.81","1,287.67","1,182.18","2,469.85"
2017,Virginia,"2,738.60","2,704.96","5,443.56","1,338.37","1,225.57","2,563.94"
2018,Virginia,"2,768.62","2,781.32","5,549.94","1,346.99","1,227.88","2,574.88"
2019,Virginia,"2,885.11","2,948.15","5,833.26","1,391.39","1,262.56","2,653.95"
2020,Virginia,"3,082.90","2,510.16","5,593.05","1,436.52","1,040.12","2,476.64"
1997,Washington,"1,471.53","1,062.85","2,534.38","1,085.27",824.56,"1,909.82"
1998,Washington,"1,507.36","1,106.45","2,613.80","1,090.99",836.53,"1,927.52"
1999,Washington,"1,553.34","1,141.97","2,695.31","1,103.04",842.47,"1,945.51"
2000,Washington,"1,640.17","1,185.83","2,826.00","1,139.03",854.64,"1,993.67"
2001,Washington,"1,676.89","1,231.24","2,908.13","1,127.60",862.36,"1,989.96"
2002,Washington,"1,675.28","1,272.49","2,947.77","1,112.40",869.26,"1,981.67"
2003,Washington,"1,714.90","1,334.69","3,049.59","1,114.59",892.73,"2,007.32"
2004,Washington,"1,809.55","1,424.60","3,234.15","1,133.16",925.42,"2,058.58"
2005,Washington,"1,950.45","1,496.23","3,446.69","1,198.22",942.30,"2,140.53"
2006,Washington,"2,044.14","1,558.52","3,602.66","1,234.32",952.00,"2,186.32"
2007,Washington,"2,208.26","1,620.08","3,828.34","1,279.45",954.84,"2,234.29"
2008,Washington,"2,304.67","1,638.40","3,943.06","1,254.99",924.86,"2,179.85"
2009,Washington,"2,181.72","1,600.80","3,782.52","1,182.52",873.27,"2,055.80"
2010,Washington,"2,213.05","1,634.27","3,847.32","1,195.55",880.32,"2,075.87"
2011,Washington,"2,311.18","1,729.85","4,041.03","1,191.35",910.52,"2,101.87"
2012,Washington,"2,541.16","1,855.61","4,396.77","1,278.39",949.69,"2,228.09"
2013,Washington,"2,557.50","1,976.09","4,533.59","1,275.09",990.21,"2,265.30"
2014,Washington,"2,561.68","2,091.71","4,653.39","1,247.38","1,023.25","2,270.63"
2015,Washington,"2,550.75","2,283.59","4,834.34","1,227.73","1,086.06","2,313.79"
2016,Washington,"2,585.63","2,525.95","5,111.58","1,261.10","1,171.17","2,432.27"
2017,Washington,"2,609.39","2,660.72","5,270.11","1,275.23","1,205.52","2,480.75"
2018,Washington,"2,670.96","2,738.39","5,409.34","1,299.47","1,208.93","2,508.41"
2019,Washington,"2,741.01","2,887.15","5,628.16","1,321.90","1,236.44","2,558.33"
2020,Washington,"2,870.23","2,385.80","5,256.03","1,337.43",988.59,"2,326.02"
1997,West Virginia,"1,349.38",886.98,"2,236.36",995.18,688.12,"1,683.29"
1998,West Virginia,"1,329.39",928.60,"2,257.99",962.18,702.07,"1,664.25"
1999,West Virginia,"1,331.54",998.84,"2,330.39",945.54,736.88,"1,682.42"
2000,West Virginia,"1,344.70","1,085.16","2,429.86",933.84,782.09,"1,715.93"
2001,West Virginia,"1,374.03","1,127.44","2,501.47",923.95,789.66,"1,713.61"
2002,West Virginia,"1,335.86","1,227.89","2,563.75",887.02,838.80,"1,725.82"
2003,West Virginia,"1,357.95","1,191.33","2,549.28",882.59,796.84,"1,679.43"
2004,West Virginia,"1,398.51","1,185.79","2,584.29",875.76,770.29,"1,646.04"
2005,West Virginia,"1,417.29","1,212.06","2,629.35",870.69,763.34,"1,634.02"
2006,West Virginia,"1,435.38","1,230.62","2,666.00",866.73,751.70,"1,618.43"
2007,West Virginia,"1,567.09","1,255.62","2,822.71",907.96,740.04,"1,647.99"
2008,West Virginia,"1,666.27","1,325.28","2,991.55",907.35,748.11,"1,655.46"
2009,West Virginia,"1,633.72","1,313.26","2,946.98",885.50,716.41,"1,601.91"
2010,West Virginia,"1,721.29","1,359.32","3,080.61",929.89,732.22,"1,662.11"
2011,West Virginia,"1,805.23","1,433.82","3,239.05",930.54,754.70,"1,685.25"
2012,West Virginia,"2,007.69","1,517.05","3,524.74","1,010.02",776.42,"1,786.44"
2013,West Virginia,"1,961.87","1,582.17","3,544.04",978.13,792.82,"1,770.94"
2014,West Virginia,"1,945.88","1,679.08","3,624.96",947.52,821.39,"1,768.92"
2015,West Virginia,"1,938.99","1,776.56","3,715.55",933.28,844.92,"1,778.20"
2016,West Virginia,"1,930.41","1,860.49","3,790.90",941.53,862.63,"1,804.15"
2017,West Virginia,"2,007.71","1,973.22","3,980.93",981.18,894.03,"1,875.21"
2018,West Virginia,"2,053.40","2,048.20","4,101.60",999.02,904.23,"1,903.25"
2019,West Virginia,"2,181.17","2,080.80","4,261.97","1,051.91",891.11,"1,943.02"
2020,West Virginia,"2,275.49","1,834.97","4,110.47","1,060.30",760.35,"1,820.65"
1997,Wisconsin,"1,289.47",946.14,"2,235.62",951.00,734.02,"1,685.01"
1998,Wisconsin,"1,324.69",974.32,"2,299.01",958.77,736.64,"1,695.41"
1999,Wisconsin,"1,450.21",996.45,"2,446.66","1,029.81",735.12,"1,764.92"
2000,Wisconsin,"1,494.41","1,030.93","2,525.34","1,037.81",743.00,"1,780.81"
2001,Wisconsin,"1,548.39","1,039.35","2,587.73","1,041.19",727.96,"1,769.15"
2002,Wisconsin,"1,541.37","1,080.98","2,622.35","1,023.48",738.44,"1,761.92"
2003,Wisconsin,"1,589.57","1,147.80","2,737.36","1,033.13",767.72,"1,800.85"
2004,Wisconsin,"1,644.62","1,233.03","2,877.65","1,029.87",800.98,"1,830.85"
2005,Wisconsin,"1,579.21","1,280.92","2,860.13",970.16,806.70,"1,776.86"
2006,Wisconsin,"1,633.74","1,325.64","2,959.38",986.50,809.75,"1,796.25"
2007,Wisconsin,"1,706.52","1,401.16","3,107.68",988.74,825.81,"1,814.56"
2008,Wisconsin,"1,804.97","1,460.20","3,265.17",982.88,824.27,"1,807.15"
2009,Wisconsin,"1,756.13","1,403.60","3,159.73",951.85,765.70,"1,717.54"
2010,Wisconsin,"1,779.92","1,410.45","3,190.37",961.56,759.76,"1,721.32"
2011,Wisconsin,"1,836.06","1,475.22","3,311.28",946.44,776.49,"1,722.93"
2012,Wisconsin,"1,965.28","1,546.35","3,511.63",988.68,791.42,"1,780.10"
2013,Wisconsin,"2,036.56","1,637.22","3,673.78","1,015.36",820.40,"1,835.77"
2014,Wisconsin,"2,130.09","1,754.17","3,884.26","1,037.22",858.13,"1,895.35"
2015,Wisconsin,"2,267.09","1,907.07","4,174.16","1,091.20",906.99,"1,998.19"
2016,Wisconsin,"2,309.01","1,991.60","4,300.61","1,126.18",923.42,"2,049.60"
2017,Wisconsin,"2,465.06","2,140.47","4,605.53","1,204.69",969.81,"2,174.50"
2018,Wisconsin,"2,524.94","2,248.67","4,773.61","1,228.43",992.73,"2,221.17"
2019,Wisconsin,"2,629.57","2,357.49","4,987.05","1,268.15","1,009.61","2,277.76"
2020,Wisconsin,"2,826.30","2,009.65","4,835.95","1,316.96",832.73,"2,149.69"
1997,Wyoming,"1,788.40","1,102.32","2,890.72","1,318.96",855.17,"2,174.13"
1998,Wyoming,"1,803.98","1,145.81","2,949.79","1,305.67",866.29,"2,171.97"
1999,Wyoming,"1,896.53","1,237.31","3,133.84","1,346.74",912.81,"2,259.55"
2000,Wyoming,"1,852.71","1,307.59","3,160.29","1,286.63",942.39,"2,229.02"
2001,Wyoming,"1,855.32","1,345.25","3,200.57","1,247.58",942.22,"2,189.80"
2002,Wyoming,"1,836.63","1,391.62","3,228.25","1,219.54",950.64,"2,170.18"
2003,Wyoming,"2,011.98","1,442.16","3,454.14","1,307.67",964.61,"2,272.28"
2004,Wyoming,"1,982.61","1,534.23","3,516.84","1,241.53",996.63,"2,238.16"
2005,Wyoming,"2,091.83","1,622.76","3,714.59","1,285.07","1,021.99","2,307.06"
2006,Wyoming,"2,242.00","1,704.86","3,946.86","1,353.79","1,041.38","2,395.18"
2007,Wyoming,"2,197.86","1,768.42","3,966.28","1,273.42","1,042.27","2,315.69"
2008,Wyoming,"2,215.66","1,786.84","4,002.50","1,206.52","1,008.66","2,215.18"
2009,Wyoming,"2,061.96","1,694.23","3,756.19","1,117.61",924.24,"2,041.85"
2010,Wyoming,"2,048.79","1,654.23","3,703.02","1,106.81",891.08,"1,997.89"
2011,Wyoming,"2,166.96","1,741.58","3,908.54","1,117.01",916.70,"2,033.70"
2012,Wyoming,"2,136.32","1,802.92","3,939.24","1,074.73",922.73,"1,997.46"
2013,Wyoming,"2,069.81","1,880.16","3,949.98","1,031.95",942.14,"1,974.09"
2014,Wyoming,"2,181.66","2,045.09","4,226.75","1,062.33","1,000.45","2,062.78"
2015,Wyoming,"2,235.88","2,212.65","4,448.53","1,076.18","1,052.32","2,128.50"
2016,Wyoming,"2,247.02","2,378.78","4,625.80","1,095.95","1,102.94","2,198.88"
2017,Wyoming,"2,170.66","2,524.80","4,695.46","1,060.82","1,143.94","2,204.76"
2018,Wyoming,"2,306.52","2,703.22","5,009.75","1,122.17","1,193.41","2,315.58"
2019,Wyoming,"2,376.43","2,839.09","5,215.51","1,146.07","1,215.85","2,361.92"
2020,Wyoming,"2,696.89","2,349.73","5,046.62","1,256.66",973.65,"2,230.30"
